,year,month,stateid,price,price-units
1633,,,ME,29.37,cents per kilowatt-hour
1634,,,ME,0.0,cents per kilowatt-hour
1639,,,MD,15.85,cents per kilowatt-hour
1640,,,MD,10.36,cents per kilowatt-hour
1645,,,MA,32.72,cents per kilowatt-hour
1646,,,MA,7.27,cents per kilowatt-hour
1651,,,MI,18.23,cents per kilowatt-hour
1652,,,MI,13.64,cents per kilowatt-hour
1657,,,MN,13.94,cents per kilowatt-hour
1658,,,MN,12.48,cents per kilowatt-hour
1663,,,MS,13.8,cents per kilowatt-hour
1664,,,MS,0.0,cents per kilowatt-hour
1669,,,MO,11.46,cents per kilowatt-hour
1670,,,MO,8.22,cents per kilowatt-hour
1675,,,MT,12.13,cents per kilowatt-hour
1676,,,MT,0.0,cents per kilowatt-hour
1680,,,NY,20.47,cents per kilowatt-hour
1681,,,NY,15.18,cents per kilowatt-hour
1686,,,NE,11.98,cents per kilowatt-hour
1687,,,NE,0.0,cents per kilowatt-hour
1692,,,NV,17.38,cents per kilowatt-hour
1693,,,NV,13.16,cents per kilowatt-hour
1698,,,NH,29.53,cents per kilowatt-hour
1699,,,NH,0.0,cents per kilowatt-hour
1704,,,NJ,18.19,cents per kilowatt-hour
1705,,,NJ,12.33,cents per kilowatt-hour
1710,,,NM,13.58,cents per kilowatt-hour
1711,,,NM,0.0,cents per kilowatt-hour
1716,,,NY,21.63,cents per kilowatt-hour
1717,,,NY,15.71,cents per kilowatt-hour
1722,,,NC,12.57,cents per kilowatt-hour
1723,,,NC,9.07,cents per kilowatt-hour
1728,,,ND,12.35,cents per kilowatt-hour
1729,,,ND,0.0,cents per kilowatt-hour
1734,,,OH,16.29,cents per kilowatt-hour
1735,,,OH,5.86,cents per kilowatt-hour
1741,,,AL,14.67,cents per kilowatt-hour
1742,,,AL,0.0,cents per kilowatt-hour
1746,,,ID,0.0,cents per kilowatt-hour
1751,,,IL,17.82,cents per kilowatt-hour
1752,,,IL,5.98,cents per kilowatt-hour
1757,,,IN,15.08,cents per kilowatt-hour
1758,,,IN,13.63,cents per kilowatt-hour
1763,,,IA,12.62,cents per kilowatt-hour
1764,,,IA,0.0,cents per kilowatt-hour
1769,,,KS,13.59,cents per kilowatt-hour
1770,,,KS,0.0,cents per kilowatt-hour
1776,,,CO,14.5,cents per kilowatt-hour
1777,,,CO,13.64,cents per kilowatt-hour
1782,,,CT,29.01,cents per kilowatt-hour
1783,,,CT,16.09,cents per kilowatt-hour
1788,,,DE,17.43,cents per kilowatt-hour
1789,,,DE,0.0,cents per kilowatt-hour
1793,,,KY,13.29,cents per kilowatt-hour
1794,,,KY,0.0,cents per kilowatt-hour
1799,,,LA,11.45,cents per kilowatt-hour
1800,,,LA,11.23,cents per kilowatt-hour
1805,,,ME,28.46,cents per kilowatt-hour
1806,,,ME,0.0,cents per kilowatt-hour
1808,,,NC,12.9,cents per kilowatt-hour
1809,,,NC,8.16,cents per kilowatt-hour
1814,,,ND,11.75,cents per kilowatt-hour
1815,,,ND,0.0,cents per kilowatt-hour
1820,,,OH,15.63,cents per kilowatt-hour
1821,,,OH,5.86,cents per kilowatt-hour
1826,,,OK,11.63,cents per kilowatt-hour
1827,,,OK,0.0,cents per kilowatt-hour
1832,,,OR,13.01,cents per kilowatt-hour
1833,,,OR,11.54,cents per kilowatt-hour
1835,,,NY,22.29,cents per kilowatt-hour
1836,,,NY,15.83,cents per kilowatt-hour
1841,,,NC,12.39,cents per kilowatt-hour
1842,,,NC,9.28,cents per kilowatt-hour
1847,,,ND,12.63,cents per kilowatt-hour
1848,,,ND,0.0,cents per kilowatt-hour
1853,,,OH,15.73,cents per kilowatt-hour
1854,,,OH,6.02,cents per kilowatt-hour
1859,,,OK,12.27,cents per kilowatt-hour
1860,,,OK,0.0,cents per kilowatt-hour
1865,,,OR,13.17,cents per kilowatt-hour
1866,,,OR,11.31,cents per kilowatt-hour
1875,,,WY,10.24,cents per kilowatt-hour
1876,,,WY,0.0,cents per kilowatt-hour
1881,,,NEW,29.95,cents per kilowatt-hour
1882,,,NEW,14.42,cents per kilowatt-hour
1887,,,MAT,19.88,cents per kilowatt-hour
1888,,,MAT,14.23,cents per kilowatt-hour
1893,,,ENC,15.8,cents per kilowatt-hour
1894,,,ENC,7.49,cents per kilowatt-hour
1899,,,WNC,11.34,cents per kilowatt-hour
1900,,,WNC,8.9,cents per kilowatt-hour
1905,,,SAT,13.9,cents per kilowatt-hour
1909,,,OK,11.34,cents per kilowatt-hour
1910,,,OK,0.0,cents per kilowatt-hour
1915,,,OR,12.25,cents per kilowatt-hour
1916,,,OR,11.1,cents per kilowatt-hour
1921,,,PA,18.33,cents per kilowatt-hour
1922,,,PA,11.46,cents per kilowatt-hour
1927,,,RI,29.08,cents per kilowatt-hour
1929,,,AK,23.45,cents per kilowatt-hour
1930,,,AK,0.0,cents per kilowatt-hour
1935,,,AZ,13.62,cents per kilowatt-hour
1936,,,AZ,8.96,cents per kilowatt-hour
1941,,,AR,12.21,cents per kilowatt-hour
1942,,,AR,11.18,cents per kilowatt-hour
1947,,,CA,30.39,cents per kilowatt-hour
1948,,,CA,11.79,cents per kilowatt-hour
1953,,,CO,13.8,cents per kilowatt-hour
1954,,,CO,12.37,cents per kilowatt-hour
1959,,,CT,33.06,cents per kilowatt-hour
1960,,,CT,27.22,cents per kilowatt-hour
1965,,,DE,15.33,cents per kilowatt-hour
1966,,,DE,0.0,cents per kilowatt-hour
1969,,,PA,17.94,cents per kilowatt-hour
1970,,,PA,10.04,cents per kilowatt-hour
1975,,,RI,24.31,cents per kilowatt-hour
1976,,,RI,16.73,cents per kilowatt-hour
1981,,,SC,13.21,cents per kilowatt-hour
1982,,,SC,0.0,cents per kilowatt-hour
1987,,,SD,13.3,cents per kilowatt-hour
1988,,,SD,0.0,cents per kilowatt-hour
1993,,,TN,12.22,cents per kilowatt-hour
1994,,,TN,0.0,cents per kilowatt-hour
1999,,,TX,13.95,cents per kilowatt-hour
2000,,,TX,7.22,cents per kilowatt-hour
2005,,,UT,11.71,cents per kilowatt-hour
2006,,,UT,12.31,cents per kilowatt-hour
2008,,,TN,12.27,cents per kilowatt-hour
2009,,,TN,0.0,cents per kilowatt-hour
2014,,,TX,14.65,cents per kilowatt-hour
2015,,,TX,6.84,cents per kilowatt-hour
2020,,,UT,10.84,cents per kilowatt-hour
2021,,,UT,12.3,cents per kilowatt-hour
2026,,,VT,21.03,cents per kilowatt-hour
2027,,,VT,0.0,cents per kilowatt-hour
2032,,,VA,15.19,cents per kilowatt-hour
2033,,,VA,10.76,cents per kilowatt-hour
2034,,,KY,12.64,cents per kilowatt-hour
2035,,,KY,0.0,cents per kilowatt-hour
2040,,,LA,12.88,cents per kilowatt-hour
2041,,,LA,13.22,cents per kilowatt-hour
2046,,,ME,26.32,cents per kilowatt-hour
2047,,,ME,0.0,cents per kilowatt-hour
2052,,,MD,16.22,cents per kilowatt-hour
2053,,,MD,11.23,cents per kilowatt-hour
2058,,,MA,32.56,cents per kilowatt-hour
2059,,,MA,8.65,cents per kilowatt-hour
2065,,,OK,10.79,cents per kilowatt-hour
2066,,,OK,0.0,cents per kilowatt-hour
2071,,,OR,12.61,cents per kilowatt-hour
2072,,,OR,11.73,cents per kilowatt-hour
2077,,,PA,17.52,cents per kilowatt-hour
2078,,,PA,10.71,cents per kilowatt-hour
2083,,,RI,30.86,cents per kilowatt-hour
2084,,,RI,20.94,cents per kilowatt-hour
2092,,,MN,15.32,cents per kilowatt-hour
2093,,,MN,12.66,cents per kilowatt-hour
2098,,,MS,13.89,cents per kilowatt-hour
2099,,,MS,0.0,cents per kilowatt-hour
2104,,,MO,12.27,cents per kilowatt-hour
2105,,,MO,8.43,cents per kilowatt-hour
2110,,,MT,12.79,cents per kilowatt-hour
2111,,,MT,0.0,cents per kilowatt-hour
2116,,,NE,11.77,cents per kilowatt-hour
2117,,,NE,0.0,cents per kilowatt-hour
2120,,,IL,15.99,cents per kilowatt-hour
2121,,,IL,7.44,cents per kilowatt-hour
2126,,,IN,15.43,cents per kilowatt-hour
2127,,,IN,13.29,cents per kilowatt-hour
2132,,,IA,11.38,cents per kilowatt-hour
2133,,,IA,0.0,cents per kilowatt-hour
2138,,,KS,12.73,cents per kilowatt-hour
2139,,,KS,0.0,cents per kilowatt-hour
2143,,,IL,17.03,cents per kilowatt-hour
2144,,,IL,7.15,cents per kilowatt-hour
2149,,,IN,16.12,cents per kilowatt-hour
2150,,,IN,0.0,cents per kilowatt-hour
2155,,,IA,11.69,cents per kilowatt-hour
2156,,,IA,0.0,cents per kilowatt-hour
2161,,,KS,14.45,cents per kilowatt-hour
2162,,,KS,0.0,cents per kilowatt-hour
2163,,,VT,0.0,cents per kilowatt-hour
2171,,,WA,11.16,cents per kilowatt-hour
2172,,,WA,10.24,cents per kilowatt-hour
2177,,,WV,14.6,cents per kilowatt-hour
2178,,,WV,0.0,cents per kilowatt-hour
2183,,,WI,17.43,cents per kilowatt-hour
2184,,,WI,16.34,cents per kilowatt-hour
2189,,,WY,11.9,cents per kilowatt-hour
2190,,,WY,0.0,cents per kilowatt-hour
2195,,,NEW,29.47,cents per kilowatt-hour
2196,,,NEW,11.16,cents per kilowatt-hour
2201,,,MAT,18.96,cents per kilowatt-hour
2202,,,MAT,14.3,cents per kilowatt-hour
2207,,,ENC,16.86,cents per kilowatt-hour
2208,,,ENC,7.27,cents per kilowatt-hour
2213,,,WNC,13.4,cents per kilowatt-hour
2214,,,WNC,10.3,cents per kilowatt-hour
2219,,,SAT,14.59,cents per kilowatt-hour
2220,,,SAT,10.27,cents per kilowatt-hour
2224,,,TN,12.34,cents per kilowatt-hour
2225,,,TN,0.0,cents per kilowatt-hour
2230,,,TX,14.35,cents per kilowatt-hour
2231,,,TX,6.99,cents per kilowatt-hour
2236,,,UT,11.44,cents per kilowatt-hour
2237,,,UT,12.37,cents per kilowatt-hour
2242,,,VT,21.0,cents per kilowatt-hour
2243,,,VT,0.0,cents per kilowatt-hour
2246,,,DE,14.25,cents per kilowatt-hour
2247,,,DE,0.0,cents per kilowatt-hour
2252,,,DC,14.96,cents per kilowatt-hour
2253,,,DC,10.26,cents per kilowatt-hour
2258,,,FL,14.89,cents per kilowatt-hour
2259,,,FL,11.14,cents per kilowatt-hour
2264,,,GA,12.81,cents per kilowatt-hour
2265,,,GA,9.28,cents per kilowatt-hour
2270,,,HI,44.96,cents per kilowatt-hour
2271,,,HI,0.0,cents per kilowatt-hour
2276,,,ID,10.51,cents per kilowatt-hour
2277,,,ID,0.0,cents per kilowatt-hour
2284,,,NV,17.43,cents per kilowatt-hour
2285,,,NV,13.02,cents per kilowatt-hour
2290,,,NH,30.6,cents per kilowatt-hour
2291,,,NH,0.0,cents per kilowatt-hour
2296,,,NJ,17.13,cents per kilowatt-hour
2297,,,NJ,11.94,cents per kilowatt-hour
2302,,,NM,12.96,cents per kilowatt-hour
2303,,,NM,0.0,cents per kilowatt-hour
2310,,,VT,21.09,cents per kilowatt-hour
2311,,,VT,0.0,cents per kilowatt-hour
2316,,,VA,13.54,cents per kilowatt-hour
2317,,,VA,9.97,cents per kilowatt-hour
2322,,,WA,10.98,cents per kilowatt-hour
2323,,,WA,10.08,cents per kilowatt-hour
2324,,,ENC,16.1,cents per kilowatt-hour
2325,,,ENC,6.91,cents per kilowatt-hour
2330,,,WNC,14.3,cents per kilowatt-hour
2331,,,WNC,13.12,cents per kilowatt-hour
2336,,,SAT,14.23,cents per kilowatt-hour
2337,,,SAT,10.22,cents per kilowatt-hour
2341,,,VA,14.58,cents per kilowatt-hour
2342,,,VA,14.4,cents per kilowatt-hour
2347,,,WA,10.95,cents per kilowatt-hour
2348,,,WA,10.19,cents per kilowatt-hour
2353,,,WV,14.38,cents per kilowatt-hour
2354,,,WV,0.0,cents per kilowatt-hour
2359,,,WI,16.98,cents per kilowatt-hour
2360,,,WI,16.93,cents per kilowatt-hour
2365,,,WY,11.19,cents per kilowatt-hour
2366,,,WY,0.0,cents per kilowatt-hour
2371,,,NEW,31.22,cents per kilowatt-hour
2372,,,NEW,11.64,cents per kilowatt-hour
2377,,,MAT,18.74,cents per kilowatt-hour
2378,,,MAT,13.59,cents per kilowatt-hour
2383,,,ENC,16.57,cents per kilowatt-hour
2384,,,ENC,6.37,cents per kilowatt-hour
2389,,,WNC,12.65,cents per kilowatt-hour
2390,,,WNC,9.55,cents per kilowatt-hour
2395,,,SAT,14.64,cents per kilowatt-hour
2396,,,FL,15.48,cents per kilowatt-hour
2399,,,ESC,13.26,cents per kilowatt-hour
2400,,,ESC,0.0,cents per kilowatt-hour
2405,,,WSC,13.81,cents per kilowatt-hour
2406,,,WSC,7.11,cents per kilowatt-hour
2411,,,MTN,13.89,cents per kilowatt-hour
2412,,,MTN,11.61,cents per kilowatt-hour
2417,,,PACC,22.11,cents per kilowatt-hour
2418,,,PACC,12.86,cents per kilowatt-hour
2423,,,AK,24.57,cents per kilowatt-hour
2424,,,AK,0.0,cents per kilowatt-hour
2429,,,AZ,14.38,cents per kilowatt-hour
2430,,,AZ,10.41,cents per kilowatt-hour
2435,,,AR,12.69,cents per kilowatt-hour
2436,,,AR,15.52,cents per kilowatt-hour
2441,,,CA,30.01,cents per kilowatt-hour
2442,,,CA,15.19,cents per kilowatt-hour
2447,,,CO,15.03,cents per kilowatt-hour
2448,,,CO,15.43,cents per kilowatt-hour
2453,,,CT,29.31,cents per kilowatt-hour
2454,,,CT,20.36,cents per kilowatt-hour
2459,,,AZ,13.83,cents per kilowatt-hour
2460,,,AZ,10.38,cents per kilowatt-hour
2465,,,AR,12.47,cents per kilowatt-hour
2466,,,AR,15.52,cents per kilowatt-hour
2475,,,NE,10.48,cents per kilowatt-hour
2476,,,NE,0.0,cents per kilowatt-hour
2481,,,NV,17.11,cents per kilowatt-hour
2482,,,NV,12.96,cents per kilowatt-hour
2487,,,NH,30.25,cents per kilowatt-hour
2488,,,NH,0.0,cents per kilowatt-hour
2493,,,NJ,17.12,cents per kilowatt-hour
2494,,,NJ,11.38,cents per kilowatt-hour
2499,,,NM,13.05,cents per kilowatt-hour
2500,,,NM,0.0,cents per kilowatt-hour
2505,,,NY,21.21,cents per kilowatt-hour
2506,,,NY,14.73,cents per kilowatt-hour
2511,,,NC,12.67,cents per kilowatt-hour
2512,,,NC,7.96,cents per kilowatt-hour
2516,,,ESC,13.03,cents per kilowatt-hour
2517,,,ESC,0.0,cents per kilowatt-hour
2522,,,WSC,13.34,cents per kilowatt-hour
2523,,,WSC,7.48,cents per kilowatt-hour
2528,,,MTN,14.03,cents per kilowatt-hour
2529,,,MTN,13.26,cents per kilowatt-hour
2534,,,PACC,23.37,cents per kilowatt-hour
2535,,,PACC,12.82,cents per kilowatt-hour
2540,,,PACN,34.13,cents per kilowatt-hour
2541,,,PACN,0.0,cents per kilowatt-hour
2546,,,US,15.86,cents per kilowatt-hour
2547,,,US,12.77,cents per kilowatt-hour
2552,,,AL,14.19,cents per kilowatt-hour
2553,,,AL,0.0,cents per kilowatt-hour
2560,,,PA,18.46,cents per kilowatt-hour
2561,,,PA,9.3,cents per kilowatt-hour
2566,,,RI,26.84,cents per kilowatt-hour
2567,,,RI,16.88,cents per kilowatt-hour
2568,,,FL,11.69,cents per kilowatt-hour
2573,,,GA,13.97,cents per kilowatt-hour
2574,,,GA,9.4,cents per kilowatt-hour
2579,,,HI,41.52,cents per kilowatt-hour
2580,,,HI,0.0,cents per kilowatt-hour
2585,,,ID,11.53,cents per kilowatt-hour
2586,,,ID,0.0,cents per kilowatt-hour
2591,,,IL,14.7,cents per kilowatt-hour
2592,,,IL,7.0,cents per kilowatt-hour
2596,,,WA,10.71,cents per kilowatt-hour
2597,,,WA,10.54,cents per kilowatt-hour
2602,,,WV,13.55,cents per kilowatt-hour
2603,,,WV,0.0,cents per kilowatt-hour
2608,,,WI,16.33,cents per kilowatt-hour
2609,,,WI,16.41,cents per kilowatt-hour
2614,,,WY,10.26,cents per kilowatt-hour
2615,,,WY,0.0,cents per kilowatt-hour
2620,,,NEW,31.26,cents per kilowatt-hour
2621,,,NEW,19.09,cents per kilowatt-hour
2626,,,MAT,20.26,cents per kilowatt-hour
2627,,,MAT,14.84,cents per kilowatt-hour
2629,,,PACN,0.0,cents per kilowatt-hour
2634,,,US,16.09,cents per kilowatt-hour
2635,,,US,12.41,cents per kilowatt-hour
2638,,,OK,11.71,cents per kilowatt-hour
2639,,,OK,0.0,cents per kilowatt-hour
2644,,,OR,12.22,cents per kilowatt-hour
2645,,,OR,11.43,cents per kilowatt-hour
2648,,,MI,17.99,cents per kilowatt-hour
2649,,,MI,12.67,cents per kilowatt-hour
2654,,,MN,13.63,cents per kilowatt-hour
2655,,,MN,11.88,cents per kilowatt-hour
2660,,,MS,13.57,cents per kilowatt-hour
2661,,,MS,0.0,cents per kilowatt-hour
2666,,,MO,11.36,cents per kilowatt-hour
2667,,,MO,7.74,cents per kilowatt-hour
2672,,,MT,11.96,cents per kilowatt-hour
2673,,,MT,0.0,cents per kilowatt-hour
2678,,,NE,10.16,cents per kilowatt-hour
2679,,,NE,0.0,cents per kilowatt-hour
2684,,,NV,17.04,cents per kilowatt-hour
2685,,,NV,13.21,cents per kilowatt-hour
2690,,,NH,30.98,cents per kilowatt-hour
2691,,,NH,0.0,cents per kilowatt-hour
2696,,,NJ,16.97,cents per kilowatt-hour
2697,,,NJ,12.64,cents per kilowatt-hour
2702,,,NM,13.75,cents per kilowatt-hour
2703,,,NM,0.0,cents per kilowatt-hour
2708,,,NY,24.18,cents per kilowatt-hour
2709,,,NY,15.75,cents per kilowatt-hour
2712,,,NM,14.2,cents per kilowatt-hour
2713,,,NM,0.0,cents per kilowatt-hour
2718,,,NY,22.85,cents per kilowatt-hour
2719,,,NY,15.78,cents per kilowatt-hour
2724,,,NC,13.39,cents per kilowatt-hour
2725,,,NC,9.27,cents per kilowatt-hour
2730,,,ND,10.77,cents per kilowatt-hour
2731,,,ND,0.0,cents per kilowatt-hour
2736,,,OH,15.65,cents per kilowatt-hour
2737,,,OH,6.15,cents per kilowatt-hour
2742,,,OK,11.88,cents per kilowatt-hour
2743,,,OK,0.0,cents per kilowatt-hour
2748,,,OR,12.99,cents per kilowatt-hour
2749,,,OR,11.51,cents per kilowatt-hour
2754,,,PA,18.11,cents per kilowatt-hour
2755,,,PA,10.08,cents per kilowatt-hour
2761,,,ENC,16.28,cents per kilowatt-hour
2762,,,ENC,7.08,cents per kilowatt-hour
2767,,,WNC,12.03,cents per kilowatt-hour
2768,,,WNC,9.72,cents per kilowatt-hour
2773,,,SAT,14.56,cents per kilowatt-hour
2774,,,SAT,10.24,cents per kilowatt-hour
2779,,,ESC,13.39,cents per kilowatt-hour
2780,,,ESC,0.0,cents per kilowatt-hour
2787,,,PA,18.13,cents per kilowatt-hour
2788,,,PA,9.36,cents per kilowatt-hour
2793,,,RI,27.91,cents per kilowatt-hour
2794,,,RI,16.1,cents per kilowatt-hour
2800,,,MT,12.58,cents per kilowatt-hour
2801,,,MT,0.0,cents per kilowatt-hour
2806,,,NE,10.47,cents per kilowatt-hour
2807,,,NE,0.0,cents per kilowatt-hour
2812,,,NV,15.55,cents per kilowatt-hour
2813,,,NV,12.1,cents per kilowatt-hour
2818,,,NH,24.74,cents per kilowatt-hour
2819,,,NH,0.0,cents per kilowatt-hour
2824,,,NJ,17.56,cents per kilowatt-hour
2825,,,NJ,11.66,cents per kilowatt-hour
2830,,,NM,13.37,cents per kilowatt-hour
2831,,,NM,0.0,cents per kilowatt-hour
2836,,,NY,22.42,cents per kilowatt-hour
2837,,,NY,14.38,cents per kilowatt-hour
2842,,,NC,12.97,cents per kilowatt-hour
2843,,,NC,9.33,cents per kilowatt-hour
2850,,,MS,12.85,cents per kilowatt-hour
2851,,,MS,0.0,cents per kilowatt-hour
2856,,,MO,14.03,cents per kilowatt-hour
2857,,,MO,13.31,cents per kilowatt-hour
2862,,,MT,13.15,cents per kilowatt-hour
2863,,,MT,0.0,cents per kilowatt-hour
2868,,,NE,12.32,cents per kilowatt-hour
2869,,,NE,0.0,cents per kilowatt-hour
2874,,,NV,16.94,cents per kilowatt-hour
2875,,,NV,13.01,cents per kilowatt-hour
2880,,,NH,23.24,cents per kilowatt-hour
2881,,,NH,0.0,cents per kilowatt-hour
2886,,,NJ,17.97,cents per kilowatt-hour
2887,,,NJ,11.86,cents per kilowatt-hour
2892,,,NM,14.88,cents per kilowatt-hour
2893,,,NM,0.0,cents per kilowatt-hour
2898,,,NY,23.24,cents per kilowatt-hour
2899,,,NY,19.09,cents per kilowatt-hour
2904,,,NC,13.72,cents per kilowatt-hour
2905,,,NC,10.12,cents per kilowatt-hour
2910,,,DC,18.03,cents per kilowatt-hour
2911,,,DC,10.51,cents per kilowatt-hour
2916,,,FL,15.45,cents per kilowatt-hour
2917,,,FL,11.45,cents per kilowatt-hour
2922,,,GA,13.69,cents per kilowatt-hour
2923,,,GA,6.13,cents per kilowatt-hour
2928,,,HI,42.68,cents per kilowatt-hour
2929,,,HI,0.0,cents per kilowatt-hour
2934,,,ID,12.07,cents per kilowatt-hour
2935,,,ID,0.0,cents per kilowatt-hour
2940,,,IL,15.75,cents per kilowatt-hour
2941,,,IL,7.14,cents per kilowatt-hour
2946,,,IN,15.17,cents per kilowatt-hour
2947,,,IN,13.29,cents per kilowatt-hour
2952,,,IA,13.46,cents per kilowatt-hour
2953,,,IA,0.0,cents per kilowatt-hour
2958,,,KS,13.45,cents per kilowatt-hour
2959,,,KS,0.0,cents per kilowatt-hour
2962,,,ND,10.27,cents per kilowatt-hour
2963,,,ND,0.0,cents per kilowatt-hour
2968,,,OH,15.57,cents per kilowatt-hour
2969,,,OH,6.14,cents per kilowatt-hour
2971,,,SAT,10.11,cents per kilowatt-hour
2976,,,ESC,13.06,cents per kilowatt-hour
2977,,,ESC,0.0,cents per kilowatt-hour
2982,,,WSC,13.56,cents per kilowatt-hour
2983,,,WSC,7.37,cents per kilowatt-hour
2988,,,MTN,13.38,cents per kilowatt-hour
2989,,,MTN,12.16,cents per kilowatt-hour
2994,,,PACC,21.33,cents per kilowatt-hour
2995,,,PACC,11.37,cents per kilowatt-hour
3000,,,PACN,34.5,cents per kilowatt-hour
3001,,,PACN,0.0,cents per kilowatt-hour
3006,,,US,16.1,cents per kilowatt-hour
3007,,,US,12.05,cents per kilowatt-hour
3010,,,LA,11.26,cents per kilowatt-hour
3011,,,LA,10.91,cents per kilowatt-hour
3016,,,ND,9.75,cents per kilowatt-hour
3017,,,ND,0.0,cents per kilowatt-hour
3022,,,OH,14.89,cents per kilowatt-hour
3023,,,OH,5.63,cents per kilowatt-hour
3029,,,OK,12.43,cents per kilowatt-hour
3030,,,OK,0.0,cents per kilowatt-hour
3035,,,OR,13.14,cents per kilowatt-hour
3036,,,OR,11.36,cents per kilowatt-hour
3041,,,PA,18.39,cents per kilowatt-hour
3042,,,PA,9.04,cents per kilowatt-hour
3047,,,RI,23.83,cents per kilowatt-hour
3048,,,RI,17.72,cents per kilowatt-hour
3053,,,SC,13.75,cents per kilowatt-hour
3054,,,SC,0.0,cents per kilowatt-hour
3059,,,SD,13.3,cents per kilowatt-hour
3060,,,SD,0.0,cents per kilowatt-hour
3068,,,MTN,13.04,cents per kilowatt-hour
3069,,,MTN,12.14,cents per kilowatt-hour
3073,,,ND,12.83,cents per kilowatt-hour
3074,,,ND,0.0,cents per kilowatt-hour
3080,,,KY,13.17,cents per kilowatt-hour
3081,,,KY,0.0,cents per kilowatt-hour
3086,,,LA,11.95,cents per kilowatt-hour
3087,,,LA,10.61,cents per kilowatt-hour
3092,,,ME,29.06,cents per kilowatt-hour
3093,,,ME,0.0,cents per kilowatt-hour
3098,,,MD,18.38,cents per kilowatt-hour
3099,,,MD,11.55,cents per kilowatt-hour
3104,,,MA,28.19,cents per kilowatt-hour
3105,,,MA,6.65,cents per kilowatt-hour
3110,,,MI,19.2,cents per kilowatt-hour
3111,,,MI,14.43,cents per kilowatt-hour
3116,,,MN,15.45,cents per kilowatt-hour
3117,,,MN,12.4,cents per kilowatt-hour
3122,,,MS,13.47,cents per kilowatt-hour
3123,,,MS,0.0,cents per kilowatt-hour
3128,,,MO,12.2,cents per kilowatt-hour
3129,,,MO,12.48,cents per kilowatt-hour
3134,,,MT,12.93,cents per kilowatt-hour
3135,,,MT,0.0,cents per kilowatt-hour
3142,,,ME,27.73,cents per kilowatt-hour
3143,,,ME,0.0,cents per kilowatt-hour
3147,,,VT,20.45,cents per kilowatt-hour
3148,,,VT,0.0,cents per kilowatt-hour
3153,,,VA,13.88,cents per kilowatt-hour
3154,,,VA,10.91,cents per kilowatt-hour
3159,,,WA,11.15,cents per kilowatt-hour
3160,,,WA,9.89,cents per kilowatt-hour
3165,,,WV,14.08,cents per kilowatt-hour
3166,,,WV,0.0,cents per kilowatt-hour
3171,,,WI,17.02,cents per kilowatt-hour
3172,,,WI,16.5,cents per kilowatt-hour
3177,,,WY,12.49,cents per kilowatt-hour
3178,,,WY,0.0,cents per kilowatt-hour
3183,,,NEW,26.84,cents per kilowatt-hour
3184,,,NEW,12.52,cents per kilowatt-hour
3189,,,MAT,19.7,cents per kilowatt-hour
3190,,,MAT,14.73,cents per kilowatt-hour
3195,,,WV,14.35,cents per kilowatt-hour
3196,,,WV,0.0,cents per kilowatt-hour
3205,,,NC,12.75,cents per kilowatt-hour
3206,,,NC,7.81,cents per kilowatt-hour
3211,,,ND,10.01,cents per kilowatt-hour
3212,,,ND,0.0,cents per kilowatt-hour
3217,,,OH,14.62,cents per kilowatt-hour
3218,,,OH,5.31,cents per kilowatt-hour
3223,,,KY,12.83,cents per kilowatt-hour
3224,,,KY,0.0,cents per kilowatt-hour
