,year,month,stateid,price,price-units
3229,,,LA,11.98,cents per kilowatt-hour
3230,,,LA,9.77,cents per kilowatt-hour
3235,,,ME,24.08,cents per kilowatt-hour
3236,,,ME,0.0,cents per kilowatt-hour
3241,,,MD,15.98,cents per kilowatt-hour
3242,,,MD,10.79,cents per kilowatt-hour
3247,,,MA,32.19,cents per kilowatt-hour
3248,,,MA,7.2,cents per kilowatt-hour
3253,,,MI,18.16,cents per kilowatt-hour
3254,,,MI,12.07,cents per kilowatt-hour
3259,,,MN,13.25,cents per kilowatt-hour
3260,,,MN,11.07,cents per kilowatt-hour
3265,,,MS,12.98,cents per kilowatt-hour
3266,,,MS,0.0,cents per kilowatt-hour
3271,,,MO,10.54,cents per kilowatt-hour
3272,,,MO,7.14,cents per kilowatt-hour
3277,,,MT,11.89,cents per kilowatt-hour
3278,,,MT,0.0,cents per kilowatt-hour
3283,,,NE,9.27,cents per kilowatt-hour
3284,,,WI,17.41,cents per kilowatt-hour
3285,,,WI,19.26,cents per kilowatt-hour
3290,,,WY,12.64,cents per kilowatt-hour
3291,,,WY,0.0,cents per kilowatt-hour
3296,,,NEW,27.37,cents per kilowatt-hour
3297,,,NEW,12.49,cents per kilowatt-hour
3302,,,MAT,20.11,cents per kilowatt-hour
3303,,,MAT,17.58,cents per kilowatt-hour
3310,,,OH,15.59,cents per kilowatt-hour
3311,,,OH,6.68,cents per kilowatt-hour
3316,,,OK,13.03,cents per kilowatt-hour
3317,,,OK,0.0,cents per kilowatt-hour
3322,,,OR,13.19,cents per kilowatt-hour
3323,,,OR,11.28,cents per kilowatt-hour
3328,,,PA,18.02,cents per kilowatt-hour
3329,,,PA,10.6,cents per kilowatt-hour
3334,,,RI,25.27,cents per kilowatt-hour
3338,,,PACN,34.99,cents per kilowatt-hour
3339,,,PACN,0.0,cents per kilowatt-hour
3346,,,AK,21.73,cents per kilowatt-hour
3347,,,AK,0.0,cents per kilowatt-hour
3352,,,AZ,12.63,cents per kilowatt-hour
3353,,,AZ,8.77,cents per kilowatt-hour
3358,,,AR,11.42,cents per kilowatt-hour
3359,,,AR,13.94,cents per kilowatt-hour
3364,,,CA,26.47,cents per kilowatt-hour
3365,,,CA,11.67,cents per kilowatt-hour
3370,,,CO,14.11,cents per kilowatt-hour
3371,,,CO,12.57,cents per kilowatt-hour
3376,,,CT,30.29,cents per kilowatt-hour
3377,,,CT,25.99,cents per kilowatt-hour
3383,,,WV,13.06,cents per kilowatt-hour
3384,,,WV,0.0,cents per kilowatt-hour
3389,,,WI,16.17,cents per kilowatt-hour
3390,,,WI,15.54,cents per kilowatt-hour
3395,,,US,16.48,cents per kilowatt-hour
3396,,,US,12.65,cents per kilowatt-hour
3401,,,AL,14.98,cents per kilowatt-hour
3402,,,AL,0.0,cents per kilowatt-hour
3407,,,AK,24.13,cents per kilowatt-hour
3408,,,AK,0.0,cents per kilowatt-hour
3413,,,AZ,14.55,cents per kilowatt-hour
3414,,,AZ,9.68,cents per kilowatt-hour
3418,,,NE,0.0,cents per kilowatt-hour
3423,,,NV,16.8,cents per kilowatt-hour
3424,,,NV,11.91,cents per kilowatt-hour
3429,,,NH,31.68,cents per kilowatt-hour
3430,,,NH,0.0,cents per kilowatt-hour
3432,,,OK,10.75,cents per kilowatt-hour
3433,,,OK,0.0,cents per kilowatt-hour
3438,,,OR,12.09,cents per kilowatt-hour
3439,,,OR,11.16,cents per kilowatt-hour
3444,,,PA,18.02,cents per kilowatt-hour
3445,,,PA,11.24,cents per kilowatt-hour
3450,,,RI,28.94,cents per kilowatt-hour
3451,,,RI,17.94,cents per kilowatt-hour
3456,,,SC,13.58,cents per kilowatt-hour
3457,,,SC,0.0,cents per kilowatt-hour
3462,,,SD,11.19,cents per kilowatt-hour
3463,,,SD,0.0,cents per kilowatt-hour
3467,,,IN,14.1,cents per kilowatt-hour
3468,,,IN,14.88,cents per kilowatt-hour
3473,,,IA,14.12,cents per kilowatt-hour
3474,,,IA,0.0,cents per kilowatt-hour
3479,,,KS,13.2,cents per kilowatt-hour
3480,,,KS,0.0,cents per kilowatt-hour
3483,,,US,16.14,cents per kilowatt-hour
3484,,,US,12.43,cents per kilowatt-hour
3487,,,CA,29.97,cents per kilowatt-hour
3488,,,CA,13.83,cents per kilowatt-hour
3493,,,CO,14.45,cents per kilowatt-hour
3494,,,CO,13.96,cents per kilowatt-hour
3499,,,CT,27.94,cents per kilowatt-hour
3500,,,CT,22.64,cents per kilowatt-hour
3505,,,DE,15.66,cents per kilowatt-hour
3506,,,DE,0.0,cents per kilowatt-hour
3511,,,DC,16.48,cents per kilowatt-hour
3512,,,DC,10.29,cents per kilowatt-hour
3517,,,FL,14.89,cents per kilowatt-hour
3518,,,FL,10.82,cents per kilowatt-hour
3523,,,GA,14.12,cents per kilowatt-hour
3524,,,GA,9.68,cents per kilowatt-hour
3529,,,HI,39.77,cents per kilowatt-hour
3530,,,HI,0.0,cents per kilowatt-hour
3536,,,AR,12.31,cents per kilowatt-hour
3537,,,AR,15.97,cents per kilowatt-hour
3542,,,CA,29.54,cents per kilowatt-hour
3543,,,CA,13.56,cents per kilowatt-hour
3548,,,CO,14.58,cents per kilowatt-hour
3549,,,CO,13.16,cents per kilowatt-hour
3554,,,CT,26.98,cents per kilowatt-hour
3555,,,CT,16.0,cents per kilowatt-hour
3560,,,DE,17.22,cents per kilowatt-hour
3561,,,DE,0.0,cents per kilowatt-hour
3566,,,DC,16.99,cents per kilowatt-hour
3567,,,DC,9.77,cents per kilowatt-hour
3572,,,FL,15.37,cents per kilowatt-hour
3573,,,FL,11.38,cents per kilowatt-hour
3578,,,GA,13.16,cents per kilowatt-hour
3579,,,GA,6.23,cents per kilowatt-hour
3584,,,HI,43.53,cents per kilowatt-hour
3585,,,HI,0.0,cents per kilowatt-hour
3590,,,ID,11.48,cents per kilowatt-hour
3591,,,ID,0.0,cents per kilowatt-hour
3596,,,IL,15.65,cents per kilowatt-hour
3597,,,IL,5.53,cents per kilowatt-hour
3603,,,KY,12.61,cents per kilowatt-hour
3604,,,KY,0.0,cents per kilowatt-hour
3607,,,ID,11.56,cents per kilowatt-hour
3608,,,ID,0.0,cents per kilowatt-hour
3613,,,IL,13.74,cents per kilowatt-hour
3614,,,IL,6.51,cents per kilowatt-hour
3619,,,IN,14.17,cents per kilowatt-hour
3620,,,IN,14.01,cents per kilowatt-hour
3625,,,IA,15.17,cents per kilowatt-hour
3626,,,IA,0.0,cents per kilowatt-hour
3631,,,KS,13.35,cents per kilowatt-hour
3632,,,KS,0.0,cents per kilowatt-hour
3637,,,KY,12.33,cents per kilowatt-hour
3638,,,KY,0.0,cents per kilowatt-hour
3643,,,LA,11.06,cents per kilowatt-hour
3644,,,LA,10.85,cents per kilowatt-hour
3648,,,AK,25.14,cents per kilowatt-hour
3649,,,AK,0.0,cents per kilowatt-hour
3652,,,SC,13.83,cents per kilowatt-hour
3653,,,SC,0.0,cents per kilowatt-hour
3658,,,SD,11.41,cents per kilowatt-hour
3659,,,SD,0.0,cents per kilowatt-hour
3664,,,TN,12.4,cents per kilowatt-hour
3665,,,TN,0.0,cents per kilowatt-hour
3670,,,TX,14.61,cents per kilowatt-hour
3673,,,MO,14.42,cents per kilowatt-hour
3674,,,MO,12.86,cents per kilowatt-hour
3679,,,MT,13.07,cents per kilowatt-hour
3680,,,MT,0.0,cents per kilowatt-hour
3685,,,NE,12.35,cents per kilowatt-hour
3686,,,NE,0.0,cents per kilowatt-hour
3691,,,NV,16.3,cents per kilowatt-hour
3692,,,NV,12.97,cents per kilowatt-hour
3697,,,NH,28.96,cents per kilowatt-hour
3698,,,NH,0.0,cents per kilowatt-hour
3703,,,NJ,18.42,cents per kilowatt-hour
3704,,,NJ,12.95,cents per kilowatt-hour
3709,,,NM,14.39,cents per kilowatt-hour
3710,,,NM,0.0,cents per kilowatt-hour
3719,,,AL,15.08,cents per kilowatt-hour
3720,,,AL,0.0,cents per kilowatt-hour
3725,,,AK,24.04,cents per kilowatt-hour
3726,,,AK,0.0,cents per kilowatt-hour
3731,,,AZ,14.53,cents per kilowatt-hour
3732,,,AZ,10.51,cents per kilowatt-hour
3738,,,IN,14.64,cents per kilowatt-hour
3739,,,IN,12.18,cents per kilowatt-hour
3744,,,IA,12.91,cents per kilowatt-hour
3745,,,IA,0.0,cents per kilowatt-hour
3750,,,KS,13.04,cents per kilowatt-hour
3751,,,KS,0.0,cents per kilowatt-hour
3758,,,WV,14.44,cents per kilowatt-hour
3759,,,WV,0.0,cents per kilowatt-hour
3764,,,WI,17.14,cents per kilowatt-hour
3765,,,WI,17.63,cents per kilowatt-hour
3770,,,WY,12.53,cents per kilowatt-hour
3771,,,WY,0.0,cents per kilowatt-hour
3776,,,NEW,28.34,cents per kilowatt-hour
3777,,,NEW,11.54,cents per kilowatt-hour
3782,,,MAT,19.57,cents per kilowatt-hour
3783,,,MAT,14.41,cents per kilowatt-hour
3788,,,ENC,16.37,cents per kilowatt-hour
3789,,,ENC,7.33,cents per kilowatt-hour
3794,,,WNC,14.16,cents per kilowatt-hour
3795,,,WNC,11.53,cents per kilowatt-hour
3800,,,SAT,14.7,cents per kilowatt-hour
3801,,,SAT,10.05,cents per kilowatt-hour
3806,,,ESC,13.24,cents per kilowatt-hour
3807,,,ESC,0.0,cents per kilowatt-hour
3812,,,WSC,13.63,cents per kilowatt-hour
3813,,,WSC,7.29,cents per kilowatt-hour
3818,,,MTN,14.17,cents per kilowatt-hour
3819,,,MTN,13.69,cents per kilowatt-hour
3824,,,PACC,23.63,cents per kilowatt-hour
3825,,,PACC,11.66,cents per kilowatt-hour
3830,,,PACN,35.02,cents per kilowatt-hour
3834,,,MD,17.38,cents per kilowatt-hour
3835,,,MD,11.71,cents per kilowatt-hour
3840,,,MA,28.41,cents per kilowatt-hour
3841,,,MA,6.6,cents per kilowatt-hour
3846,,,MI,18.59,cents per kilowatt-hour
3847,,,MI,14.35,cents per kilowatt-hour
3852,,,MN,14.52,cents per kilowatt-hour
3853,,,MN,12.34,cents per kilowatt-hour
3858,,,MS,13.5,cents per kilowatt-hour
3859,,,MS,0.0,cents per kilowatt-hour
3864,,,MO,11.98,cents per kilowatt-hour
3865,,,MO,8.97,cents per kilowatt-hour
3870,,,MT,12.58,cents per kilowatt-hour
3871,,,MT,0.0,cents per kilowatt-hour
3876,,,NE,11.26,cents per kilowatt-hour
3877,,,NE,0.0,cents per kilowatt-hour
3882,,,NV,17.11,cents per kilowatt-hour
3883,,,NV,12.21,cents per kilowatt-hour
3888,,,DE,15.81,cents per kilowatt-hour
3889,,,DE,0.0,cents per kilowatt-hour
3894,,,DC,16.29,cents per kilowatt-hour
3895,,,DC,9.21,cents per kilowatt-hour
3900,,,RI,15.84,cents per kilowatt-hour
3905,,,SC,14.06,cents per kilowatt-hour
3906,,,SC,0.0,cents per kilowatt-hour
3911,,,SD,11.46,cents per kilowatt-hour
3912,,,SD,0.0,cents per kilowatt-hour
3917,,,TN,12.54,cents per kilowatt-hour
3918,,,TN,0.0,cents per kilowatt-hour
3923,,,TX,14.72,cents per kilowatt-hour
3924,,,TX,6.99,cents per kilowatt-hour
3929,,,RI,29.78,cents per kilowatt-hour
3930,,,RI,16.52,cents per kilowatt-hour
3935,,,SC,13.76,cents per kilowatt-hour
3936,,,SC,0.0,cents per kilowatt-hour
3941,,,SD,12.21,cents per kilowatt-hour
3942,,,SD,0.0,cents per kilowatt-hour
3947,,,TN,12.6,cents per kilowatt-hour
3948,,,TN,0.0,cents per kilowatt-hour
3953,,,TX,14.79,cents per kilowatt-hour
3954,,,TX,7.6,cents per kilowatt-hour
3959,,,UT,11.05,cents per kilowatt-hour
3960,,,UT,12.16,cents per kilowatt-hour
3967,,,AL,14.4,cents per kilowatt-hour
3968,,,AL,0.0,cents per kilowatt-hour
3973,,,AK,23.78,cents per kilowatt-hour
3974,,,AK,0.0,cents per kilowatt-hour
3979,,,VT,21.57,cents per kilowatt-hour
3980,,,VT,0.0,cents per kilowatt-hour
3985,,,VA,13.93,cents per kilowatt-hour
3986,,,VA,9.97,cents per kilowatt-hour
3991,,,WA,11.07,cents per kilowatt-hour
3992,,,WA,10.02,cents per kilowatt-hour
3996,,,AZ,14.11,cents per kilowatt-hour
3997,,,AZ,9.95,cents per kilowatt-hour
4002,,,AR,11.24,cents per kilowatt-hour
4003,,,AR,12.7,cents per kilowatt-hour
4008,,,CA,29.49,cents per kilowatt-hour
4009,,,CA,17.06,cents per kilowatt-hour
4014,,,CO,14.26,cents per kilowatt-hour
4015,,,CO,9.99,cents per kilowatt-hour
4020,,,CT,27.4,cents per kilowatt-hour
4021,,,CT,18.36,cents per kilowatt-hour
4026,,,DE,15.59,cents per kilowatt-hour
4027,,,DE,0.0,cents per kilowatt-hour
4032,,,DC,16.89,cents per kilowatt-hour
4033,,,DC,9.86,cents per kilowatt-hour
4038,,,FL,14.79,cents per kilowatt-hour
4039,,,FL,11.82,cents per kilowatt-hour
4044,,,GA,12.34,cents per kilowatt-hour
4045,,,GA,6.29,cents per kilowatt-hour
4050,,,HI,44.28,cents per kilowatt-hour
4051,,,HI,0.0,cents per kilowatt-hour
4056,,,ID,10.79,cents per kilowatt-hour
4057,,,ID,0.0,cents per kilowatt-hour
4062,,,IL,15.03,cents per kilowatt-hour
4063,,,IL,10.41,cents per kilowatt-hour
4068,,,WV,13.35,cents per kilowatt-hour
4069,,,WV,0.0,cents per kilowatt-hour
4074,,,WI,16.58,cents per kilowatt-hour
4075,,,WI,17.48,cents per kilowatt-hour
4080,,,WY,11.32,cents per kilowatt-hour
4081,,,WY,0.0,cents per kilowatt-hour
4086,,,NEW,27.52,cents per kilowatt-hour
4087,,,NEW,12.72,cents per kilowatt-hour
4092,,,MAT,19.36,cents per kilowatt-hour
4093,,,MAT,13.77,cents per kilowatt-hour
4098,,,ENC,15.93,cents per kilowatt-hour
4099,,,ENC,7.43,cents per kilowatt-hour
4104,,,WNC,12.06,cents per kilowatt-hour
4105,,,WNC,9.58,cents per kilowatt-hour
4114,,,SAT,14.14,cents per kilowatt-hour
4115,,,SAT,10.25,cents per kilowatt-hour
4120,,,ESC,12.86,cents per kilowatt-hour
4121,,,ESC,0.0,cents per kilowatt-hour
4126,,,WSC,13.48,cents per kilowatt-hour
4127,,,WSC,9.11,cents per kilowatt-hour
4132,,,MTN,13.44,cents per kilowatt-hour
4133,,,MTN,12.12,cents per kilowatt-hour
4138,,,PACC,20.7,cents per kilowatt-hour
4139,,,PACC,12.54,cents per kilowatt-hour
4144,,,PACN,33.46,cents per kilowatt-hour
4145,,,PACN,0.0,cents per kilowatt-hour
4150,,,US,15.69,cents per kilowatt-hour
4151,,,US,12.34,cents per kilowatt-hour
4156,,,VA,15.13,cents per kilowatt-hour
4157,,,VA,10.49,cents per kilowatt-hour
4162,,,WA,11.21,cents per kilowatt-hour
4163,,,WA,9.95,cents per kilowatt-hour
4166,,,SAT,10.66,cents per kilowatt-hour
4171,,,ESC,12.95,cents per kilowatt-hour
4172,,,ESC,0.0,cents per kilowatt-hour
4177,,,WSC,13.38,cents per kilowatt-hour
4178,,,WSC,7.3,cents per kilowatt-hour
4183,,,MTN,12.81,cents per kilowatt-hour
4184,,,MTN,12.29,cents per kilowatt-hour
4189,,,PACC,19.48,cents per kilowatt-hour
4190,,,PACC,11.43,cents per kilowatt-hour
4195,,,PACN,33.38,cents per kilowatt-hour
4196,,,PACN,0.0,cents per kilowatt-hour
4201,,,US,15.47,cents per kilowatt-hour
4202,,,US,12.54,cents per kilowatt-hour
4207,,,AL,15.34,cents per kilowatt-hour
4208,,,AL,0.0,cents per kilowatt-hour
4213,,,AK,22.92,cents per kilowatt-hour
4214,,,AK,0.0,cents per kilowatt-hour
4219,,,AZ,13.12,cents per kilowatt-hour
4220,,,AZ,8.88,cents per kilowatt-hour
4225,,,AR,11.99,cents per kilowatt-hour
4226,,,AR,14.03,cents per kilowatt-hour
4231,,,CA,27.25,cents per kilowatt-hour
4232,,,CA,11.96,cents per kilowatt-hour
4237,,,CO,14.23,cents per kilowatt-hour
4238,,,CO,13.67,cents per kilowatt-hour
4243,,,CT,34.38,cents per kilowatt-hour
4244,,,CT,38.63,cents per kilowatt-hour
4249,,,DE,15.01,cents per kilowatt-hour
4250,,,DE,0.0,cents per kilowatt-hour
4256,,,PA,17.43,cents per kilowatt-hour
4257,,,PA,10.07,cents per kilowatt-hour
4262,,,RI,31.26,cents per kilowatt-hour
4263,,,RI,20.29,cents per kilowatt-hour
4268,,,SC,13.54,cents per kilowatt-hour
4269,,,SC,0.0,cents per kilowatt-hour
4274,,,SD,11.18,cents per kilowatt-hour
4275,,,SD,0.0,cents per kilowatt-hour
4280,,,TN,12.25,cents per kilowatt-hour
4281,,,TN,0.0,cents per kilowatt-hour
4286,,,TX,14.28,cents per kilowatt-hour
4287,,,TX,6.96,cents per kilowatt-hour
4292,,,UT,10.85,cents per kilowatt-hour
4293,,,UT,12.07,cents per kilowatt-hour
4298,,,VT,21.11,cents per kilowatt-hour
4299,,,VT,0.0,cents per kilowatt-hour
4304,,,VA,13.5,cents per kilowatt-hour
4305,,,VA,10.03,cents per kilowatt-hour
4310,,,WA,11.09,cents per kilowatt-hour
4311,,,WA,9.83,cents per kilowatt-hour
4316,,,WV,13.65,cents per kilowatt-hour
4317,,,WV,0.0,cents per kilowatt-hour
4322,,,WI,16.46,cents per kilowatt-hour
4323,,,WI,20.1,cents per kilowatt-hour
4328,,,WY,10.86,cents per kilowatt-hour
4329,,,WY,0.0,cents per kilowatt-hour
4334,,,NY,19.81,cents per kilowatt-hour
4335,,,NY,14.66,cents per kilowatt-hour
4340,,,NC,12.91,cents per kilowatt-hour
4341,,,NC,8.03,cents per kilowatt-hour
4346,,,ND,10.28,cents per kilowatt-hour
4347,,,ND,0.0,cents per kilowatt-hour
4352,,,OH,15.01,cents per kilowatt-hour
4353,,,OH,5.58,cents per kilowatt-hour
4358,,,OK,12.17,cents per kilowatt-hour
4359,,,OK,0.0,cents per kilowatt-hour
4364,,,OR,12.55,cents per kilowatt-hour
4365,,,OR,11.46,cents per kilowatt-hour
4370,,,PA,18.36,cents per kilowatt-hour
4371,,,PA,8.65,cents per kilowatt-hour
4376,,,NEW,27.36,cents per kilowatt-hour
4377,,,NEW,13.34,cents per kilowatt-hour
4382,,,MAT,19.68,cents per kilowatt-hour
4383,,,MAT,13.21,cents per kilowatt-hour
4388,,,ENC,15.75,cents per kilowatt-hour
4389,,,ENC,10.19,cents per kilowatt-hour
4392,,,KY,12.79,cents per kilowatt-hour
4393,,,KY,0.0,cents per kilowatt-hour
4398,,,LA,11.2,cents per kilowatt-hour
4399,,,LA,10.51,cents per kilowatt-hour
4404,,,ME,28.61,cents per kilowatt-hour
4405,,,ME,0.0,cents per kilowatt-hour
4410,,,MD,15.92,cents per kilowatt-hour
4411,,,MD,11.18,cents per kilowatt-hour
4416,,,MA,32.36,cents per kilowatt-hour
4417,,,MA,7.5,cents per kilowatt-hour
4422,,,MI,18.41,cents per kilowatt-hour
4423,,,MI,13.6,cents per kilowatt-hour
4428,,,MN,14.71,cents per kilowatt-hour
4429,,,MN,12.44,cents per kilowatt-hour
4434,,,MS,13.9,cents per kilowatt-hour
4435,,,MS,0.0,cents per kilowatt-hour
4440,,,MO,11.79,cents per kilowatt-hour
4441,,,MO,7.88,cents per kilowatt-hour
4446,,,MT,12.26,cents per kilowatt-hour
4447,,,MT,0.0,cents per kilowatt-hour
4452,,,NE,11.19,cents per kilowatt-hour
4453,,,NE,0.0,cents per kilowatt-hour
4458,,,NV,17.59,cents per kilowatt-hour
4459,,,NV,13.15,cents per kilowatt-hour
4464,,,NH,30.8,cents per kilowatt-hour
4465,,,NH,0.0,cents per kilowatt-hour
4470,,,NJ,17.37,cents per kilowatt-hour
4471,,,NJ,12.48,cents per kilowatt-hour
4476,,,NM,13.43,cents per kilowatt-hour
4477,,,NM,0.0,cents per kilowatt-hour
4480,,,ENC,7.19,cents per kilowatt-hour
4485,,,WNC,13.95,cents per kilowatt-hour
4486,,,WNC,13.01,cents per kilowatt-hour
4491,,,SAT,14.86,cents per kilowatt-hour
4492,,,SAT,9.94,cents per kilowatt-hour
4497,,,ESC,12.97,cents per kilowatt-hour
4498,,,ESC,0.0,cents per kilowatt-hour
4503,,,WSC,13.96,cents per kilowatt-hour
4504,,,WSC,7.68,cents per kilowatt-hour
4509,,,MTN,14.34,cents per kilowatt-hour
4510,,,MTN,13.87,cents per kilowatt-hour
4515,,,PACC,24.29,cents per kilowatt-hour
4516,,,PACC,14.61,cents per kilowatt-hour
4521,,,PACN,34.92,cents per kilowatt-hour
4522,,,PACN,0.0,cents per kilowatt-hour
4535,,,WNC,11.81,cents per kilowatt-hour
4536,,,WNC,9.16,cents per kilowatt-hour
4541,,,SAT,13.95,cents per kilowatt-hour
4542,,,SAT,10.05,cents per kilowatt-hour
4547,,,ESC,12.95,cents per kilowatt-hour
4548,,,ESC,0.0,cents per kilowatt-hour
4553,,,WSC,13.11,cents per kilowatt-hour
4554,,,WSC,8.37,cents per kilowatt-hour
4559,,,MTN,13.33,cents per kilowatt-hour
4560,,,MTN,10.72,cents per kilowatt-hour
4565,,,PACC,21.11,cents per kilowatt-hour
4566,,,PACC,16.01,cents per kilowatt-hour
4571,,,PACN,34.01,cents per kilowatt-hour
4572,,,PACN,0.0,cents per kilowatt-hour
4577,,,US,15.47,cents per kilowatt-hour
4578,,,US,12.64,cents per kilowatt-hour
4579,,,US,16.27,cents per kilowatt-hour
4580,,,US,14.45,cents per kilowatt-hour
4581,,,SC,13.26,cents per kilowatt-hour
4582,,,SC,0.0,cents per kilowatt-hour
4587,,,SD,11.8,cents per kilowatt-hour
4588,,,SD,0.0,cents per kilowatt-hour
4593,,,TN,12.11,cents per kilowatt-hour
4594,,,TN,0.0,cents per kilowatt-hour
4599,,,TX,14.64,cents per kilowatt-hour
4600,,,TX,8.97,cents per kilowatt-hour
4605,,,UT,10.87,cents per kilowatt-hour
4606,,,UT,12.08,cents per kilowatt-hour
4607,,,ME,25.92,cents per kilowatt-hour
4608,,,ME,0.0,cents per kilowatt-hour
4613,,,MD,17.5,cents per kilowatt-hour
4614,,,MD,11.19,cents per kilowatt-hour
4619,,,MA,28.39,cents per kilowatt-hour
4620,,,MA,9.83,cents per kilowatt-hour
4625,,,MI,18.34,cents per kilowatt-hour
4626,,,MI,13.78,cents per kilowatt-hour
4631,,,MN,14.04,cents per kilowatt-hour
4632,,,MN,11.31,cents per kilowatt-hour
4637,,,MS,12.72,cents per kilowatt-hour
4638,,,MS,0.0,cents per kilowatt-hour
4643,,,MO,11.06,cents per kilowatt-hour
4644,,,MO,7.7,cents per kilowatt-hour
4649,,,MT,11.98,cents per kilowatt-hour
4650,,,MT,0.0,cents per kilowatt-hour
4655,,,NE,9.85,cents per kilowatt-hour
4656,,,NE,0.0,cents per kilowatt-hour
4661,,,NV,16.38,cents per kilowatt-hour
4662,,,NV,11.88,cents per kilowatt-hour
4667,,,NH,25.11,cents per kilowatt-hour
4668,,,NH,0.0,cents per kilowatt-hour
4673,,,NJ,17.97,cents per kilowatt-hour
4674,,,NJ,11.59,cents per kilowatt-hour
4679,,,NM,13.76,cents per kilowatt-hour
4680,,,NM,0.0,cents per kilowatt-hour
4685,,,NY,23.54,cents per kilowatt-hour
4686,,,NY,14.11,cents per kilowatt-hour
4691,,,NC,13.05,cents per kilowatt-hour
4692,,,NC,8.97,cents per kilowatt-hour
4697,,,ND,9.88,cents per kilowatt-hour
4698,,,ND,0.0,cents per kilowatt-hour
4703,,,OH,15.69,cents per kilowatt-hour
4704,,,OH,6.59,cents per kilowatt-hour
4709,,,OK,10.62,cents per kilowatt-hour
4710,,,OK,0.0,cents per kilowatt-hour
4715,,,OR,13.84,cents per kilowatt-hour
4716,,,OR,12.19,cents per kilowatt-hour
4719,,,ENC,15.99,cents per kilowatt-hour
4724,,,AL,14.41,cents per kilowatt-hour
4725,,,AL,0.0,cents per kilowatt-hour
4730,,,AL,14.48,cents per kilowatt-hour
4731,,,AL,0.0,cents per kilowatt-hour
4736,,,AK,24.96,cents per kilowatt-hour
4737,,,AK,0.0,cents per kilowatt-hour
4742,,,AZ,14.13,cents per kilowatt-hour
4743,,,AZ,11.25,cents per kilowatt-hour
4748,,,AR,12.53,cents per kilowatt-hour
4749,,,AR,16.13,cents per kilowatt-hour
4754,,,CA,29.46,cents per kilowatt-hour
4755,,,CA,13.2,cents per kilowatt-hour
4760,,,CO,14.14,cents per kilowatt-hour
4761,,,CO,14.15,cents per kilowatt-hour
4766,,,CT,26.63,cents per kilowatt-hour
4767,,,CT,22.48,cents per kilowatt-hour
4772,,,DE,15.09,cents per kilowatt-hour
4773,,,DE,0.0,cents per kilowatt-hour
4778,,,DC,16.61,cents per kilowatt-hour
4779,,,DC,9.19,cents per kilowatt-hour
4784,,,FL,14.94,cents per kilowatt-hour
4785,,,FL,11.16,cents per kilowatt-hour
4790,,,GA,14.33,cents per kilowatt-hour
4791,,,GA,8.39,cents per kilowatt-hour
4796,,,HI,39.7,cents per kilowatt-hour
4797,,,HI,0.0,cents per kilowatt-hour
4802,,,ID,11.76,cents per kilowatt-hour
4803,,,ID,0.0,cents per kilowatt-hour
4808,,,IL,14.81,cents per kilowatt-hour
4809,,,IL,6.78,cents per kilowatt-hour
4814,,,IN,14.47,cents per kilowatt-hour
4815,,,IN,10.62,cents per kilowatt-hour
4820,,,IA,15.17,cents per kilowatt-hour
4821,,,IA,0.0,cents per kilowatt-hour
4826,,,KS,13.48,cents per kilowatt-hour
4827,,,KS,0.0,cents per kilowatt-hour
4832,,,KY,12.51,cents per kilowatt-hour
4833,,,KY,0.0,cents per kilowatt-hour
